@RELATION "composer dataset"

@ATTRIBUTE filename STRING
@ATTRIBUTE MFCC-0 REAL
@ATTRIBUTE MFCC-1 REAL
@ATTRIBUTE MFCC-2 REAL
@ATTRIBUTE MFCC-3 REAL
@ATTRIBUTE MFCC-4 REAL
@ATTRIBUTE MFCC-5 REAL
@ATTRIBUTE MFCC-6 REAL
@ATTRIBUTE MFCC-7 REAL
@ATTRIBUTE MFCC-8 REAL
@ATTRIBUTE MFCC-9 REAL
@ATTRIBUTE MFCC-10 REAL
@ATTRIBUTE MFCC-11 REAL
@ATTRIBUTE MFCC-12 REAL
@ATTRIBUTE flatness-mean REAL
@ATTRIBUTE flatness-variance REAL
@ATTRIBUTE rolloff-mean REAL
@ATTRIBUTE rolloff-variance REAL
@ATTRIBUTE centroid-mean REAL
@ATTRIBUTE centroid-variance REAL
@ATTRIBUTE flux-mean REAL
@ATTRIBUTE flux-variance REAL
@ATTRIBUTE energy-mean REAL
@ATTRIBUTE energy-variance REAL
@ATTRIBUTE ZCR-mean REAL
@ATTRIBUTE ZCR-variance REAL
@ATTRIBUTE flatness-std REAL
@ATTRIBUTE flatness-hmean REAL
@ATTRIBUTE period {baroque, classical, romantic}

@DATA
180,-69.009605,-65.922958,-65.140816,-65.210091,-63.561993,-64.761787,-68.769966,-74.022064,-70.063324,-70.553131,-66.179893,-68.063675,-65.305206,0.29629152839584405,0.0028203934284398795,4566.3763066202091,4474818.9245954184,7333.0474514667721,1347065.7978243849,97.596528173139106,25305.343503830551,244.68330007222414,3965072.3280756637,0.053873130807200929,0.00044740423199151865,0.053107376403282051,0.2875862170733961,baroque
79,-58.736851,-59.316872,-56.965286,-64.888077,-57.893593,-60.19376,-59.424809,-57.751789,-57.199558,-57.502121,-61.359646,-59.699886,-56.920692,0.27703267498575712,0.0016371539053803999,6271.4285714285716,3370734.1961174714,6855.2951694182821,971219.69846310874,69.783429392631135,2335.523121927085,26.892935848666124,73430.1866757588,0.063489038908246226,0.00016377670134390876,0.040461758555213584,0.27117686817441999,baroque
55,-43.347527,-37.819492,-37.13179,-36.018639,-36.907181,-36.714714,-37.078545,-39.61512,-43.392189,-42.689266,-41.812771,-43.97237,-44.613422,0.27350005602656619,0.0018159410659173646,3628.745644599303,1496952.43356117,7443.3755906445085,1406507.2867422171,155.41858378833825,19713.942387400799,436.4015578849079,7075726.4104285613,0.049887863554974834,0.00034570389816600787,0.042613860021328324,0.2668638036616891,baroque
6,-59.044758,-49.301262,-47.789635,-49.444809,-52.806545,-51.224445,-43.368061,-42.992374,-47.610348,-46.650757,-48.92617,-48.140846,-48.160149,0.27957224218802906,0.0028598817670989936,4233.6236933797909,4528059.342713885,6747.0043499186386,1390954.2385893951,84.6921105069612,12237.468172735234,54.437731244852145,404822.54864486394,0.054763114595431671,0.00055521217156078871,0.053477862402109846,0.26961047688726336,baroque
65,-53.409206,-50.946419,-48.17355,-46.305237,-42.741634,-40.806759,-39.335972,-39.189796,-39.193237,-40.803413,-38.342445,-37.571075,-36.586113,0.23659028933231008,0.0024610044274020765,4190.9407665505223,3375910.9616481932,6635.9898227480462,1065131.3023719194,61.96655358751984,4419.7054309577079,15.935104403998995,7435.0258386634378,0.068461832776809908,0.00080319188153687581,0.04960851164268161,0.22651284955220399,baroque
93,-58.409355,-51.887329,-45.895088,-46.594265,-46.762817,-45.543964,-48.450481,-44.882206,-45.121891,-51.318832,-50.637901,-48.94083,-45.878281,0.27085640016933121,0.0015305619419903032,3211.1498257839721,1792419.2353919558,6198.6713263215916,1441969.7972433332,49.10311560532957,2860.3688377278172,44.655888379175565,25907.419176520412,0.048334361691831203,0.00025452274104024943,0.039122396935646765,0.26514857967252919,baroque
42,-56.874596,-43.825699,-41.066586,-42.246433,-41.604286,-42.881042,-39.050106,-39.377411,-36.671432,-36.311729,-35.860233,-34.610477,-36.741707,0.30805584996004137,0.0039851501415457524,3928.5714285714284,2237685.4156296663,6867.6853738120944,2302866.8934706226,194.02812042437779,93392.58532227161,2008.4922385792288,232443921.31296301,0.04009426115466512,0.00019562535080310976,0.063128045602139082,0.29540981043773012,baroque
37,-52.010658,-42.303402,-41.889645,-41.350998,-47.253624,-45.927898,-40.40556,-41.861214,-42.805054,-42.434895,-44.332127,-47.242928,-44.330364,0.2692382079233645,0.0026532486298094311,2886.2369337979094,1607345.4212142918,6496.1144805920021,1796885.6778016062,114.23059391569269,10255.714693503092,778.34687491784996,10429159.359968359,0.042537368733062332,0.00025100537469940329,0.051509694522579252,0.2600300689826095,baroque
34,-74.427094,-58.869514,-58.766903,-61.071671,-66.625046,-65.945946,-64.748787,-61.407078,-65.252914,-61.28701,-57.285202,-56.776352,-57.198952,0.31726352854311307,0.0027177674901334215,6006.2717770034842,1783183.661328898,7231.8144972650198,1671905.2486028885,33.175923029766309,757.63800564830638,2.3245426103625966,144.38905861718845,0.051554031165311653,8.2113657261762232e-05,0.052132211636697533,0.30897808263517895,baroque
63,-61.3074,-54.564461,-51.612831,-53.937813,-53.159843,-55.04866,-52.370186,-49.667595,-52.187359,-50.965073,-48.479214,-50.83931,-49.672268,0.29569305147235819,0.0025526641838074069,3451.9163763066204,2746433.6097318167,6353.3671867438543,1183384.897907088,419.18606692850244,256017.00532330325,906.25452967007561,19588273.910517439,0.044312799433797907,0.00034445041192954397,0.050523897155775772,0.28669464170118142,baroque
19,-55.091553,-48.45113,-47.320194,-48.54039,-48.20129,-47.174011,-47.702843,-52.668701,-51.14011,-50.001133,-52.225258,-54.435711,-54.051468,0.24993917803477281,0.0009080097347082917,3035.3658536585367,722695.24942636187,6934.7423825856558,1805114.3736307656,34.748122802133295,1165.0155244633133,59.707085354862485,59492.676679505013,0.050710928426248546,0.00016836158490735783,0.030133199875026412,0.24627137918636191,baroque
1,-79.424103,-70.438522,-70.711433,-70.821701,-71.778458,-68.413406,-70.873405,-68.400459,-68.301216,-66.256218,-69.000389,-67.381493,-71.68644,0.38858758192906029,0.0047996521360388249,2619.3379790940767,991254.96242518432,7344.4673106761757,1652671.3604974824,128.45893987439834,23112.138915740426,62.869931737336572,151473.13500662672,0.024648467745838173,7.9450404527718919e-05,0.069279521765373248,0.37676557319628778,baroque
165,-46.951241,-36.904598,-37.911972,-38.671112,-38.7962,-40.999352,-38.569519,-46.422909,-43.221535,-44.269661,-50.256264,-43.786617,-51.146004,0.27857731707304706,0.0030404965329995327,3720.3832752613239,3721213.4419502481,7033.4424918865543,1006310.1881184757,109.775545869924,10736.254882891919,1296.6655776668897,26031098.53790224,0.050085595722028649,0.00049062843191152673,0.055140697610744215,0.26839361471546819,baroque
92,-51.545883,-43.071316,-43.300499,-43.576355,-44.572041,-43.905174,-44.829716,-44.171532,-45.657242,-46.42334,-45.410568,-44.820641,-42.928623,0.26249596624816524,0.0016613733594581545,2673.3449477351915,3700657.1040075747,6397.986449486426,640658.95489781757,131.18410615740106,32860.615075984169,2122.6857476516329,114341385.60613161,0.04683152160762679,0.00023442366212161593,0.040759947981543775,0.25659050477795131,baroque
47,-51.460976,-43.30024,-47.098957,-47.891659,-46.980282,-45.090805,-44.424934,-44.391129,-46.910805,-50.252872,-48.451717,-48.533012,-51.583561,0.26121321312457241,0.0019937440996680143,4432.2299651567946,4135956.0028651557,7134.5686391490035,1587201.9045732755,178.316244675815,71513.706676705522,96.985052535806588,727740.89833656116,0.060352923562717771,0.00050500326824246509,0.044651361677646675,0.25355670956449211,baroque
135,-48.751274,-53.566643,-46.107708,-47.424324,-48.212936,-49.104073,-52.780369,-52.564945,-48.905342,-48.535175,-55.394131,-47.270836,-46.868694,0.315590646601074,0.002172769156156518,4404.7038327526134,1591711.3234347873,6592.3628670710532,1140267.2735901801,491.54804028811219,210461.88655265307,840.68467058788406,10263603.248382365,0.041555135138404954,8.8106009146718078e-05,0.046612971973008954,0.30879075871830225,baroque
14,-60.119488,-52.783482,-59.430748,-60.69125,-59.767639,-64.857491,-60.391129,-58.904968,-58.646976,-57.722389,-52.636684,-46.821331,-51.875446,0.30408154552037336,0.0024412870538504791,3886.5853658536585,2514306.1103084902,7423.0312818526481,1312593.8130516862,25.181500669740402,772.89306102260298,63.6574743397478,216139.85670058837,0.042609580671699572,0.00033256414093619737,0.049409382245181724,0.29609016831187207,baroque
140,-73.65197,-56.690735,-60.057903,-59.388329,-59.481564,-57.460423,-56.845528,-56.585754,-58.629986,-58.58667,-57.872601,-59.294895,-61.796455,0.24058704028584632,0.0010409724155863874,3929.6167247386761,1393600.2015321299,6423.5408279117664,794346.99985928054,29.362485262367368,580.4305624622649,18.798345805989509,19237.889581214127,0.061241395059039874,0.00022194602316908475,0.032264104134260223,0.23631840577315213,baroque
134,-52.69912,-44.756348,-44.965126,-46.051189,-46.722496,-48.606815,-49.416721,-46.902828,-46.13068,-45.092045,-43.920715,-44.365349,-44.328979,0.29387728417053549,0.0024739239255190345,3092.8571428571427,3160689.3977103033,6748.2368840813133,1645191.8325702513,110.01635462991776,43950.789867935266,7045.9003126157068,3983655200.9263778,0.040605793892760353,0.00032356957835968968,0.049738555724096314,0.285860829915147,baroque
162,-54.169743,-39.924484,-39.595497,-45.661839,-42.169052,-41.519733,-44.354866,-47.645981,-48.281345,-45.510769,-49.503929,-45.184105,-44.510616,0.30667420505808157,0.0032490381185069982,4997.9094076655056,2183497.3715839698,7079.185761998524,1255251.7056013125,535.33483158891352,607944.36549240258,13627.991066734301,3185749028.3184271,0.048571413448509487,0.00014476595559420895,0.057000334371887666,0.29573296560161849,baroque
118,-49.962116,-41.345963,-41.32737,-43.018936,-43.232796,-46.18988,-42.247952,-45.331272,-43.982689,-42.953903,-44.342976,-50.303642,-46.587288,0.31074020454600204,0.0033078296791600962,3497.560975609756,1542398.2323446928,6424.0861760167891,1487093.5515479536,197.40246983348425,35792.176239758519,4084.6898852040645,294910187.79531187,0.035249634025358113,0.00012818349430101738,0.057513734700157457,0.30069000898266557,baroque
187,-51.477932,-44.633541,-44.675503,-45.241795,-44.278542,-43.13459,-42.529934,-40.880226,-44.088737,-44.134048,-42.562176,-43.950516,-42.471481,0.2766902332916657,0.002198137492949578,2724.7311827956987,3784872.2395652677,7676.3822203787713,69476547.005673915,41.943591265082105,1223.5429614938432,278.80613445899087,1575806.2875614304,0.046291240417164474,0.00037028684031614951,0.046884299002433405,0.23191437596824147,baroque
61,-69.812798,-66.078209,-73.232758,-69.556099,-73.087921,-69.586929,-69.763901,-68.233551,-67.438087,-72.989136,-71.574524,-66.41851,-66.728897,0.36251721833733408,0.0035722840885169188,3142.6829268292681,1827855.8681057196,7590.0937686200941,1535735.2634211385,617.26493908257805,426678.75776517496,15117.702991475746,35323749040.405563,0.030671548344947737,9.9938912941048582e-05,0.059768587807617797,0.35311399896687323,baroque
155,-60.965904,-49.664444,-46.959557,-48.233444,-49.96133,-49.839596,-49.48761,-46.369995,-48.957878,-45.50087,-49.985233,-48.788815,-54.209377,0.31822041883355096,0.0033766677850037684,3962.7177700348434,3028470.6625065249,6917.3583244297151,1406462.7777716503,214.4377079781201,93478.778083572586,2070.1095012224123,141711819.27567995,0.042682926829268296,0.00021279332869737481,0.058109102428137438,0.30727238570989074,baroque
115,-57.657341,-50.287502,-48.441525,-48.7061,-52.553856,-53.740555,-51.069077,-51.56134,-53.497738,-54.397923,-51.242317,-50.83189,-49.30257,0.26489485154722348,0.0011857851771633447,3681.8815331010451,1564532.3483349318,6877.0691830069809,2149034.9172838596,42.571777473897193,2507.5985964195975,23.357655843413966,15839.56352754778,0.047605815064847075,0.0001688614329144098,0.034435231626393115,0.26035721280086099,baroque
153,-55.643547,-47.355343,-49.517502,-51.947739,-56.560329,-59.986885,-58.393272,-55.393307,-50.908699,-47.55909,-55.834122,-53.671249,-51.197308,0.30655758613031869,0.0039154084392053184,3303.3101045296166,2512802.6320581771,7124.2279750751613,1462809.1693761747,178.85200944964018,36695.657006227229,93.735008538135645,1566237.2217057925,0.042979336043360433,0.00040397603299586007,0.062573224618884066,0.29381267388995325,baroque
35,-66.768173,-58.555889,-60.077583,-60.2551,-55.469368,-54.892513,-56.250736,-55.369987,-60.288467,-56.444054,-61.555149,-60.183064,-55.160942,0.30505515561748098,0.0028185217257045755,5232.2299651567946,2481583.1805655044,7357.954763284728,1513985.9472596319,110.38930259298272,30126.61746607133,31.11489716488817,52317.564331770263,0.051335126911536973,0.00014226033103771139,0.053089751607109402,0.29613631157010939,baroque
151,-55.508842,-43.727703,-46.405235,-46.449444,-45.234726,-46.567276,-47.189781,-47.09454,-49.220524,-47.109272,-47.156242,-48.967842,-48.103962,0.31127637755695442,0.0021117210752090018,4058.5365853658536,1887653.6075465283,6887.3537663819025,2115644.8725695917,150.95153136581956,30153.829592110305,76.404704083180164,157023.82566963564,0.03823678861788618,0.00017085626089472614,0.045953466411240422,0.30454774983650978,baroque
161,-53.752132,-39.693321,-44.458626,-38.953953,-38.835526,-41.533218,-41.393867,-40.138428,-36.351353,-43.426949,-38.353462,-35.937214,-39.779728,0.28963031367396275,0.0036047025863648573,3093.5540069686413,3580350.4352365574,6815.0840356984063,1765206.8659623922,166.29182166071118,19119.868165931999,3363.6195269645527,132713207.52001716,0.044332837301587304,0.00033225092146436474,0.060039175430420907,0.27838197069528603,baroque
48,-72.792168,-58.600288,-57.385185,-57.658493,-57.104149,-56.945305,-56.549931,-56.678524,-55.405659,-55.505692,-56.852093,-58.633675,-55.038517,0.33398777321471385,0.0043127263192681165,2636.0627177700349,1566913.7661013247,6851.3316046891632,6823059.8883323297,40.724368053643111,5102.7204967097132,947.92444035928804,31991499.792513479,0.030548674627371274,0.00025524386718231044,0.065671350825669147,0.32072216876577286,baroque
167,-66.378052,-44.132942,-43.980564,-41.782707,-42.472969,-42.816422,-42.081547,-40.791222,-42.474495,-43.897465,-46.597832,-49.968811,-53.344379,0.20356369053456749,0.00070235489236807112,6200.5226480836236,3141907.392344207,6889.8210534285172,1166502.7467901371,68.088537655548677,5128.216263508617,85.649293728716216,109919.41383645459,0.086018785690089042,0.0003322586195966305,0.026501979027387202,0.20016674830921652,baroque
82,-49.278854,-41.735294,-41.87431,-40.477604,-44.987572,-41.294434,-41.598843,-44.42627,-39.694523,-43.14193,-41.030701,-43.908024,-44.898491,0.34274900035714162,0.0032586365210062113,3419.5121951219512,831831.81779552996,6485.4075035009555,1279414.1456537694,177.67082768184844,78286.573861751967,561.48205842137736,18338493.966252256,0.030865499782229966,6.0478598268360694e-05,0.057084468299233651,0.33359927352333973,baroque
202,-66.512924,-52.031368,-55.216274,-55.367832,-52.545986,-60.698296,-55.836056,-56.006798,-64.062874,-57.499027,-61.094185,-57.724789,-65.546638,0.24321214935482355,0.0022437371992898108,4327.3519163763067,4373372.0817297762,6497.6036400110097,1347499.1550474558,60.117318688830892,3304.6910810532936,14.738987751736298,2637.1518527159315,0.066374113796941539,0.00077449881393223117,0.047368103184419481,0.23437074205286124,baroque
173,-65.011261,-55.706364,-55.422409,-57.334629,-57.96896,-54.261921,-52.055508,-52.751186,-51.111031,-49.764908,-50.476395,-48.628059,-51.688126,0.36718887008764095,0.003721763462333683,4525.9581881533104,1207505.6149765081,7284.9959647325968,2005038.6608806662,59.939381526414621,5370.6195426951444,1.2456149068401725,35.795717689415071,0.036100298223964385,0.00012016707565552597,0.0610062575670208,0.35721326634747169,baroque
190,-53.282978,-43.750359,-43.465359,-43.777405,-41.587772,-43.592041,-44.743042,-48.528862,-45.968777,-44.831566,-44.037819,-43.325665,-46.093235,0.29671737800330283,0.0023870826983607945,3607.6655052264809,2044070.1598902501,7239.5094137335764,1524565.4461691277,313.12058381419564,247526.95665635538,1016.695736953439,34873167.368508659,0.044459491748935348,0.00027271095502233949,0.048857780325765869,0.28884666906936612,baroque
15,-55.357563,-51.815269,-53.475079,-53.043644,-52.507267,-53.831245,-53.048157,-56.777054,-48.073093,-49.039341,-49.667061,-50.969337,-51.587143,0.24598217307598241,0.00093774449828477901,5029.7909407665502,1329521.9075137491,7285.8665596153032,1419309.0167647768,57.319998630478636,5266.4759970658188,35.453035242910651,52052.365361887481,0.059249706615369727,0.0002946752478211025,0.030622614164776643,0.24215389024163306,baroque
141,-75.119659,-63.230812,-60.338608,-59.344467,-63.364136,-62.023743,-61.646988,-61.095406,-65.296944,-62.781475,-61.030865,-64.086723,-66.402306,0.30395873477650021,0.0031564776115369721,3696.1672473867598,2772284.9615753498,7438.7937217768522,1560981.608379954,42.796506056029159,5751.5234822802049,13.615126197312247,8674.8218899242074,0.045390307418699184,0.00045486930278833807,0.056182538315182697,0.29324981610918305,baroque
113,-48.218872,-40.63662,-37.490108,-39.892418,-41.295719,-39.35054,-37.950249,-42.054947,-42.714279,-40.109261,-40.254395,-40.192162,-41.184597,0.27816170883234093,0.0025170797545652677,3746.6898954703834,4557820.0536609646,7186.9675555729473,1586049.0377469778,107.84143800332571,21860.853372918787,7560.8232589975096,3144684817.1937714,0.048258747096399539,0.00057655683646762551,0.050170506819896363,0.26909021854255438,baroque
88,-57.206257,-48.399597,-54.926334,-55.483913,-51.869881,-49.287861,-46.385883,-49.729404,-45.034805,-48.673286,-46.434284,-46.618671,-48.308304,0.35084825806086073,0.0044965365851246889,4250.6968641114981,879790.45514696045,6748.1247781656803,1160492.1960755058,186.43398399330874,62702.763260607499,5050.7613288897619,1179712564.8364751,0.036149447710994966,9.6141761459284651e-05,0.067056219585693091,0.33747642903553049,baroque
13,-59.49963,-50.01672,-49.656918,-51.143318,-49.076962,-51.005913,-51.576778,-52.513775,-50.63718,-52.883747,-56.50901,-60.555786,-56.865475,0.35543766098570739,0.0044218153243452398,3555.4006968641115,1887070.1356092705,7808.1602750594329,4584809.982304899,106.22660532196645,36776.275735505915,28.21588380037505,9234.3406202533915,0.035316931015292298,0.00039924029056836492,0.066496731681679216,0.34257172084829385,baroque
74,-49.637127,-43.616219,-47.71751,-46.751869,-43.834297,-48.398605,-43.588448,-40.682766,-42.601402,-38.452099,-41.231785,-42.224827,-46.333775,0.28466110058962446,0.0024391179250106056,3466.7247386759582,1827316.1019315517,6485.6773750166349,1623578.3239344228,151.81518960160614,54245.146459298558,2807.4326569038367,411634956.21698362,0.039715432031552457,0.00018711596781540696,0.049387426790739014,0.27649001205709633,baroque
159,-48.158005,-41.525642,-37.69392,-39.342457,-39.162991,-39.175968,-39.889095,-41.576939,-42.765945,-43.429932,-42.64703,-41.153053,-42.224777,0.29130959047557675,0.0036370250867778895,4219.1637630662017,7372629.2658645865,7443.1876166355132,1429156.4026395951,178.92464048960298,43751.080707109162,2102.7583469575752,165470473.64438736,0.053038345673635308,0.0010039867256983754,0.060307753123275035,0.27907641395880539,baroque
87,-57.29438,-49.269474,-51.277714,-48.901005,-46.35976,-46.688236,-46.589504,-53.120342,-48.971012,-48.2383,-50.054035,-49.142296,-52.348606,0.23340461318039682,0.0010417687739115765,5126.8292682926831,3048565.9046485936,6970.4934348572697,1778321.5006488082,38.134616252709868,1268.6100979511973,51.74730381051463,78638.385400810279,0.064746887703252029,0.00051704110936519787,0.032276443018269166,0.2287279762748583,baroque
110,-58.679317,-57.174564,-55.864326,-53.539139,-53.346027,-52.60104,-54.344624,-50.314922,-49.707481,-53.971802,-49.423058,-48.504074,-49.40757,0.24442892563444582,0.00099587780731005913,4137.8048780487807,2567011.5577462395,6636.4993444214579,741219.22432916611,41.312484836190698,2601.2712271847704,72.563734114078954,364853.78051128582,0.058478815814943866,0.00025707346090564467,0.03155753170496798,0.24033649603708027,baroque
120,-54.878067,-43.848686,-43.513985,-46.021702,-46.041622,-44.729191,-48.443462,-47.460823,-44.157001,-41.745243,-37.919476,-43.664864,-39.743767,0.20489276119479366,0.00070895524719365134,5587.2822299651571,3237773.7983950269,6356.5688063517773,931636.25513856998,89.749735159141082,5966.2228571670466,260.58095601505295,1862968.7449541383,0.080560168045876887,0.00023764088763936032,0.026626213534666383,0.20161234672707551,baroque
21,-57.568062,-45.304588,-45.927162,-46.200031,-47.27932,-48.711304,-51.975388,-55.138741,-52.523441,-55.428093,-60.809143,-54.634258,-53.139927,0.27990705231179391,0.0026282984806335953,3838.1533101045297,3884546.0670883469,6993.189860026042,1248105.6288595321,314.727838231573,206527.55249717255,579.61928948562047,16799382.847053155,0.053762355424893535,0.0005103633847142881,0.051266933598895843,0.27085707322290919,baroque
70,-59.019409,-45.626045,-49.066738,-51.359573,-44.183262,-46.604538,-46.370094,-44.379269,-52.563274,-43.552635,-44.60675,-43.461613,-47.264164,0.31502880244304909,0.0029506305542886086,3208.8850174216027,2305330.4641309232,7030.5546056472003,1422174.1169830833,137.47126023731533,35050.305661714396,202.32340818973455,714861.6226291724,0.044893141453735963,0.00082335129250881822,0.054319706868581397,0.3053681874854221,baroque
138,-63.169662,-52.975349,-52.16824,-47.761333,-51.595127,-46.061237,-50.721397,-51.654587,-48.268085,-48.915932,-46.81435,-47.168552,-48.079605,0.224308284484874,0.00058849614293986533,4913.9372822299656,1590398.0866588156,6792.4581008184523,1231053.4903743088,40.543380709429186,1706.4440255728121,67.56695670250204,116092.26168840502,0.063900760380371666,0.0001360717974206436,0.024258939443839365,0.22175466452407927,baroque
57,-58.7561,-44.680996,-46.685459,-48.678871,-45.588692,-47.187786,-44.411987,-43.590176,-45.854126,-45.163963,-47.86882,-38.936832,-42.372837,0.25265174114191852,0.0010088746047452349,4814.1114982578401,1742022.1199723198,6713.1439359740971,927025.53820457344,52.506870950325208,4392.2732887971124,147.1758111546323,2460721.8557854295,0.055730225271002708,0.00015099257907115579,0.031762786476397735,0.24870965281659413,baroque
98,-86.180862,-76.54113,-76.166794,-74.041695,-74.214737,-74.870224,-78.293587,-72.902321,-76.411667,-74.278336,-76.177368,-75.290245,-78.174042,0.30789179865745347,0.0029492419715744771,3482.7526132404182,2730704.269810244,6962.5099230923952,1271275.1183688017,75.949659754603985,31951.257315634699,111.97117210681427,1198025.7052567368,0.042697293602400307,0.00035831586420923895,0.054306923790383092,0.29840970183722099,baroque
154,-58.994865,-57.654655,-60.946514,-59.842148,-59.913761,-59.699406,-56.264526,-57.419575,-59.433228,-58.289734,-56.337349,-59.172543,-57.422688,0.31712026815058142,0.002796326575270367,3777.3519163763067,3702762.3256322155,7839.1224455499296,980402.44649259828,31.493861870380119,6121.1055642713054,7.9123310326263168,2857.8440321404992,0.044507885090011613,0.00046854495499837529,0.052880304228231957,0.30841518478367813,baroque
9,-60.158493,-54.673607,-47.325302,-48.481567,-44.616116,-45.513695,-47.00209,-45.081039,-47.624226,-48.881016,-45.800293,-48.035641,-45.82975,0.24507778250993428,0.0030599512065838967,4468.4668989547035,4027446.4300889899,6635.5677249685441,1337282.0407131349,73.06636119667661,14244.168997897412,22.092669586260335,13161.519249768513,0.066645570194541232,0.00089223224233924163,0.055316825709578604,0.23335645394299109,baroque
192,-46.443882,-42.375793,-43.248539,-42.441551,-41.681316,-41.768265,-42.836971,-41.197353,-44.455833,-43.269352,-41.729027,-43.08107,-45.632427,0.33647687527799258,0.0026806466771588729,4050.1742160278745,1456698.5759205527,6474.0698682642515,1653198.5387878777,345.03369631990648,117384.57973427128,4220.8558668169171,375175038.37794197,0.036367595818815331,0.00012118704701999692,0.051774961875011294,0.32855549586133476,baroque
206,-48.610062,-41.796867,-46.521328,-47.132263,-47.130939,-46.385902,-50.14679,-48.917992,-45.61533,-45.252922,-43.425438,-53.487465,-44.342606,0.21671465357121597,0.00073732107906912959,5597.386759581882,2778869.4775947258,6815.4442910413336,860987.4999708205,95.538506328621168,7248.4966678825058,142.27976484471804,799417.08537406416,0.074269789851916374,0.00022153745240344444,0.027153656826827757,0.21338582367945555,baroque
94,-65.146996,-51.303757,-49.776241,-52.046211,-49.826763,-49.787354,-50.376118,-50.118694,-49.086422,-48.671413,-50.755432,-48.61055,-49.703323,0.2777635395365356,0.002079947235174098,5078.3972125435539,2637808.5808981536,6571.0645492500544,1330675.8193158158,172.81071524808354,53706.755738381078,21.124804265933506,7986.1404754988334,0.055653854529616728,0.00014883696281398949,0.045606438527625658,0.27055008211741416,baroque
207,-61.648499,-48.250053,-36.31374,-34.198574,-37.247715,-41.800266,-40.535664,-41.477749,-42.439091,-47.256626,-47.870197,-50.646626,-47.576012,0.21501660318717078,0.0011020406412715533,4305.226480836237,2835164.3215287304,6828.503022598934,1373871.1147642951,103.4865699359672,17642.036138455293,110.43511082160437,284370.37544355536,0.077033125241966705,0.00038181198069740845,0.033196997473740802,0.21003749447876921,baroque
178,-63.359138,-46.898788,-51.825619,-53.559834,-52.815529,-53.458237,-53.961632,-56.583069,-52.111675,-51.24321,-52.624065,-52.66465,-54.299248,0.23480479944781468,0.0012632499413643753,4663.066202090592,5312259.5879517784,7218.8225588205942,1175233.270342784,38.83184657288853,2333.1273180144885,22.668191503467391,14951.641569257752,0.073172622072202861,0.00057183127702703268,0.03554222758022315,0.22937374993098139,baroque
144,-53.852104,-51.373001,-49.759018,-50.074993,-51.536289,-50.777569,-50.978977,-59.995461,-59.152935,-56.239014,-62.940086,-56.328972,-50.517624,0.31983550550415191,0.0031781445609512064,2402.3797719385225,2462500.5340082766,6893.2059012069285,9862041.4886459783,85.744260983620563,19280.353583208369,10186.980172219903,117353889082.94691,0.035248725675508179,0.00031286329139737908,0.056375034908647342,0.30986753032328668,baroque
196,-50.948425,-32.736286,-32.598942,-31.959476,-33.202251,-32.597126,-31.300381,-31.718925,-30.829855,-31.368977,-30.98625,-30.081432,-31.399231,0.29765697030124855,0.0021595331341362285,3670.2090592334494,2362274.5207541673,6518.7856814878833,1531449.6239572847,246.904501883595,92586.178168149869,9419.6493715687975,7432922741.5778227,0.042535478368176539,0.00018957980381790579,0.04647077720607036,0.29051350456287833,baroque
128,-68.986969,-56.012657,-57.229244,-55.908787,-57.753536,-59.995449,-58.50209,-57.045925,-52.226761,-55.143589,-53.108212,-53.222195,-52.89402,0.20376785539964626,0.0035099011582698483,4243.0313588850177,7054080.3579016374,6377.1837232399948,1422212.0185059763,15.842421371119109,1165.2323966915897,6.4522881374109113,4230.5278616312162,0.077478117136082075,0.0015520640116708619,0.059244418794261525,0.18584247363277934,baroque
30,-54.549297,-37.139317,-40.129719,-44.3456,-39.687069,-43.993484,-43.410519,-42.681728,-43.008465,-50.288395,-46.06773,-43.648056,-46.444702,0.26941369581524827,0.0034327934923678942,3198.0836236933796,4573419.6724495869,6706.8770386640108,7075520.803942726,147.67250179413719,20202.298065635499,1144.3073874849836,22896502.458289418,0.049221320896244675,0.00051266594616085999,0.058590046017799768,0.2571724733482364,baroque
200,-61.413288,-54.631168,-54.115517,-50.201561,-53.890236,-52.446167,-52.541195,-50.897255,-52.422085,-53.251431,-53.165081,-50.546841,-51.839699,0.28967563051079948,0.0029432985872908852,3123.693379790941,2425623.2927436298,6996.9374727787454,1508370.8531112166,127.74937985758424,14011.332874603007,1465.3439948912041,57893014.407464184,0.043136992474835462,0.00033665860304537713,0.054252175876096299,0.27975822775946119,baroque
194,-60.167984,-56.838173,-56.406799,-61.177788,-55.652142,-55.831161,-54.943829,-60.252377,-54.417824,-54.433426,-55.110577,-57.587887,-55.33931,0.3327978102276134,0.0035235281235748758,3993.7282229965158,6528026.8669038108,6584.7120983730765,922233.40626051812,54.103454809847889,17938.945351502927,88.702847293964538,250437.67965772894,0.046038702574525747,0.0004075655170109592,0.059359313705389785,0.32218557652916996,baroque
64,-59.945358,-50.94688,-45.766705,-44.580509,-46.587986,-48.628925,-42.813137,-43.497295,-44.093765,-46.94368,-46.90377,-46.054478,-49.846287,0.2212942504733974,0.002216324403517132,4123.8675958188151,4212783.9964064155,6511.4889810630812,1389913.2170380754,38.901029390394342,1635.0988970135143,3.7683481006673913,467.90493764513178,0.070624032133178472,0.00084415172050511338,0.047077854703853401,0.21121785635260598,baroque
